website_id,detection_date,country,region,industry,organization_size,target_type,url_length,url_depth,num_dots,num_hyphens,num_underscores,num_slashes,num_digits_in_url,num_special_characters,num_subdomains,has_ip_address,has_url_shortener,has_at_symbol,has_double_slash,has_hexadecimal_encoding,url_entropy_score,domain_age_days,domain_registration_length,days_to_domain_expiry,domain_name_length,registrar_reputation_score,domain_reputation_score,domain_name_suspicion_score,has_whois_record,domain_previously_reported,has_https,ssl_certificate_valid,ssl_certificate_age_days,ssl_expiry_days,certificate_trust_score,has_security_headers,security_header_score,has_dns_record,dns_reputation_score,uses_valid_dns,has_hsts,has_content_security_policy,has_login_form,has_password_field,has_payment_form,has_popup,has_iframe,num_external_links,num_internal_links,num_redirects,redirect_risk_score,has_downloadable_file,has_auto_download,has_obfuscated_script,javascript_risk_score,has_suspicious_javascript,has_spelling_errors,content_similarity_to_brand,fake_brand_impersonation,suspicious_word_count,has_suspicious_words,urgency_language_score,threat_language_score,reward_language_score,social_engineering_score,login_request_score,payment_request_score,attack_type,attack_channel,target_population,attack_severity,risk_score,risk_level,detection_status,reported_by,number_of_reports,previous_attack_history,phishing_probability,result
WEB-003631,2026-03-04,Mexico,North America,Banking,Medium,Individual,49,3,7,4,0,8,13,13,3,0,0,0,0,0,6.59,0,30,1,20,2.41,25.0,8.37,0,0,0,0,56.0,113,1.29,0.0,3.82,1,,0,0,0,0,1,1,0,0,7.0,0,7,7.14,0,0,0,6.81,0,1,82.0,1,7,0,6.82,7.52,4.37,5.37,5.64,7.93,Invoice Fraud,Malicious Ad,Customers,Medium,70,High,Under Investigation,Automated System,6,1,0.805,Phishing
WEB-003632,2025-10-04,Singapore,Asia,Cryptocurrency,Medium,Individual,97,5,4,2,1,7,7,7,4,0,1,0,0,0,4.17,0,323,1,26,,25.0,7.52,1,0,0,0,0.0,0,4.58,0.0,0.94,0,33.0,1,0,1,1,1,0,0,0,0.0,0,2,7.52,0,0,0,7.49,0,0,67.0,0,6,1,5.14,6.51,4.54,6.54,9.55,9.48,Whaling,Email,Students,High,77,High,Under Investigation,Security Team,6,1,0.842,Phishing
WEB-003633,2026-01-06,United States,North America,Logistics,Medium,Individual,94,6,4,3,2,8,12,3,2,0,0,0,0,0,4.73,0,364,38,14,1.15,52.0,6.09,0,0,0,0,0.0,261,0.4,0.0,0.47,0,31.0,0,0,0,1,0,0,1,1,0.0,0,3,7.62,0,0,0,7.39,0,1,72.0,1,6,1,9.18,7.88,6.35,6.97,3.97,5.38,Whaling,Social Media,General Public,Medium,78,High,Under Investigation,Automated System,4,1,0.815,Phishing
WEB-003634,2026-03-15,Mexico,North America,E-commerce,Medium,Individual,61,2,2,2,0,5,9,2,3,0,0,0,0,0,4.96,297,768,23,23,2.55,31.0,8.04,1,1,1,0,0.0,68,0.44,0.0,0.5,1,,0,0,0,1,1,1,0,1,7.0,7,3,6.92,0,0,0,7.81,0,0,92.0,1,10,1,9.22,3.84,6.78,6.16,6.49,4.48,Spear Phishing,SMS,Vendors,Low,82,Critical,Under Investigation,Automated System,6,1,0.84,Phishing
WEB-003635,2024-04-13,China,Asia,Cryptocurrency,Medium,Employee,31,2,2,1,2,7,0,1,0,0,1,0,0,0,4.5,2605,1355,596,25,8.76,77.0,3.43,1,0,1,1,518.0,240,5.94,1.0,4.02,1,76.0,1,0,0,0,0,0,0,1,0.0,30,0,4.62,0,0,0,2.01,0,0,6.0,0,3,0,1.39,0.0,0.0,0.0,1.57,0.0,Not Applicable,Not Applicable,Not Applicable,None,33,Medium,False Positive,User Report,0,0,0.236,Legitimate
WEB-003636,2024-12-09,Nigeria,Africa,Energy,Medium,Customer,125,5,3,3,0,3,7,7,3,1,0,0,0,0,7.17,170,548,1,31,5.94,42.0,9.77,0,0,0,0,190.0,0,1.65,0.0,0.51,1,,1,0,0,1,0,0,1,0,11.0,0,0,7.45,0,0,1,6.16,0,1,80.0,0,7,1,8.37,5.81,5.29,8.7,5.39,5.53,Invoice Fraud,QR Code,Vendors,Medium,59,High,Confirmed,Security Team,6,0,0.896,Phishing
WEB-003637,2024-03-27,United Arab Emirates,Middle East,Energy,Large,Individual,35,0,0,1,0,3,0,3,1,0,0,0,0,0,4.95,2743,1389,285,15,6.23,78.0,0.32,1,0,1,0,367.0,359,9.63,1.0,7.46,1,60.0,0,1,0,1,1,0,0,0,0.0,25,1,0.85,0,0,0,1.83,0,0,20.0,0,5,0,2.9,1.58,0.72,1.07,1.35,2.23,Not Applicable,Not Applicable,Not Applicable,None,12,Low,False Positive,Security Team,1,0,0.217,Legitimate
WEB-003638,2025-10-19,United States,North America,Logistics,Medium,Business,100,3,5,1,0,8,0,8,5,0,0,0,0,0,4.67,1257,325,352,26,3.07,11.0,7.83,0,1,0,0,22.0,114,1.49,1.0,2.24,0,15.0,0,1,0,1,0,0,1,0,0.0,10,5,7.63,0,0,1,8.11,0,1,71.0,1,7,1,6.79,4.35,3.84,6.34,7.18,3.12,Malware Delivery,Email,Vendors,Medium,85,Critical,Confirmed,User Report,7,1,0.803,Phishing
WEB-003639,2023-09-08,Singapore,Asia,Education,Medium,Customer,92,3,4,0,0,2,6,7,3,0,1,0,0,0,4.55,931,569,1,32,5.59,33.0,7.92,0,0,0,0,8.0,50,2.34,0.0,2.96,0,33.0,1,0,0,1,1,0,1,1,0.0,0,2,2.83,1,0,0,9.5,0,1,80.0,1,7,0,8.55,5.57,7.22,7.8,8.18,3.26,Malware Delivery,Email,Executives,Low,77,High,Confirmed,Third-party Vendor,6,0,0.824,Phishing
WEB-003640,2023-09-05,Canada,North America,Retail,Small,Customer,69,1,0,0,0,2,3,0,3,0,0,0,0,0,4.66,2816,1815,381,8,9.7,57.0,2.46,1,0,1,1,381.0,380,8.68,1.0,9.64,1,100.0,1,0,1,1,0,0,0,0,19.0,36,1,1.37,0,0,0,0.61,0,0,17.0,0,2,1,1.5,2.36,0.0,1.64,0.31,4.7,Not Applicable,Not Applicable,Not Applicable,None,13,Low,False Positive,User Report,0,0,0.289,Legitimate
WEB-003641,2024-03-05,United Kingdom,Europe,Government,Medium,Government,63,3,0,1,1,5,0,4,1,0,0,0,0,0,4.3,3208,2118,371,13,9.55,62.0,2.28,1,0,1,0,462.0,333,8.66,1.0,8.24,1,96.0,1,0,1,1,1,0,0,1,19.0,34,0,0.26,0,0,0,3.38,0,0,7.0,0,1,0,2.41,0.0,3.31,1.88,2.05,1.83,Not Applicable,Not Applicable,Not Applicable,None,15,Low,False Positive,Automated System,0,0,0.053,Legitimate
WEB-003642,2024-06-12,China,Asia,Insurance,Medium,Individual,83,1,1,0,0,4,1,3,0,0,0,0,0,0,1.41,2505,688,576,9,9.65,76.0,3.06,1,0,1,1,541.0,637,9.01,1.0,10.0,1,84.0,1,1,1,0,1,0,0,0,,23,2,1.42,0,0,0,1.51,0,0,0.0,0,6,0,1.26,0.0,0.65,0.0,4.53,1.65,Not Applicable,Not Applicable,Not Applicable,None,2,Low,False Positive,User Report,0,0,0.124,Legitimate
WEB-003643,2025-11-25,South Korea,Asia,Healthcare,Small,Business,20,0,2,0,1,7,14,0,0,0,0,0,0,0,2.06,2449,1624,201,14,9.55,44.0,0.0,1,0,1,1,326.0,228,5.69,1.0,7.67,1,,1,1,1,1,0,0,0,0,21.0,18,0,1.35,0,0,0,1.61,0,0,15.0,0,3,0,2.63,1.39,5.79,1.97,0.0,0.7,Not Applicable,Not Applicable,Not Applicable,None,0,Low,Under Investigation,User Report,0,0,0.313,Legitimate
WEB-003644,2025-01-19,Russia,Europe,Media,Large,Individual,115,3,3,4,2,7,7,6,6,0,0,0,1,0,5.56,648,30,1,31,3.68,30.0,7.57,0,0,0,0,339.0,193,0.88,0.0,2.55,1,49.0,0,0,1,1,1,1,0,0,9.0,4,3,5.0,1,1,1,5.88,1,1,90.0,0,10,1,9.1,2.47,4.31,5.56,6.48,3.34,Invoice Fraud,QR Code,General Public,Medium,65,High,Confirmed,Third-party Vendor,5,1,0.71,Phishing
WEB-003645,2026-01-17,Brazil,South America,Social Media,Small,Customer,120,5,3,1,2,7,8,3,4,1,0,0,1,0,6.19,0,245,2,22,1.0,38.0,8.74,0,1,0,0,26.0,331,1.71,0.0,0.0,0,27.0,0,0,1,0,0,0,1,1,5.0,0,2,7.28,0,1,0,6.54,0,0,42.0,1,11,1,7.82,3.4,3.57,8.47,7.07,5.76,Invoice Fraud,SMS,Executives,Medium,81,Critical,Confirmed,User Report,3,0,0.733,Phishing
WEB-003646,2026-03-03,Nigeria,Africa,Insurance,Medium,Individual,71,2,1,0,0,3,0,2,2,0,0,0,0,0,2.93,3306,1791,385,18,6.55,85.0,3.48,1,0,1,1,486.0,314,9.31,0.0,6.65,1,66.0,1,1,0,0,0,0,0,0,13.0,34,0,1.68,0,0,0,0.0,0,0,54.0,0,1,0,1.12,2.13,0.68,3.45,0.0,1.39,Not Applicable,Not Applicable,Not Applicable,None,31,Medium,Under Investigation,Automated System,1,0,0.225,Legitimate
WEB-003647,2024-01-09,United States,North America,Education,Enterprise,Government,30,4,3,2,1,1,0,3,0,0,0,0,0,1,3.08,2720,1108,494,9,7.27,82.0,2.65,1,0,1,0,251.0,288,8.09,1.0,5.5,1,100.0,1,1,1,0,1,1,0,0,2.0,7,2,3.56,0,0,0,0.36,0,0,0.0,0,2,0,2.7,1.84,3.7,3.67,1.16,0.14,Not Applicable,Not Applicable,Not Applicable,None,29,Low,False Positive,,0,0,0.314,Legitimate
WEB-003648,2024-06-20,Italy,Europe,Government,Enterprise,Customer,44,5,2,1,0,3,4,3,1,0,0,1,0,0,3.2,3390,1517,452,17,5.06,100.0,2.9,1,0,1,1,507.0,314,5.97,1.0,8.78,1,87.0,1,1,0,0,0,0,0,0,8.0,28,1,0.58,0,0,0,1.09,0,0,38.0,0,0,0,0.0,1.6,0.0,0.72,2.74,5.74,Not Applicable,Not Applicable,Not Applicable,None,27,Low,False Positive,User Report,0,0,0.01,Legitimate
WEB-003649,2025-09-25,Italy,Europe,Banking,Medium,Individual,44,2,3,0,1,5,0,2,1,0,0,0,0,0,5.29,2577,1467,258,4,7.81,100.0,0.79,1,0,1,1,742.0,473,5.67,1.0,6.38,1,100.0,1,1,0,0,0,1,0,1,12.0,14,1,2.8,0,0,0,4.49,0,0,13.0,0,3,0,5.06,0.0,0.0,2.29,2.49,3.79,Not Applicable,Not Applicable,Not Applicable,None,14,Low,False Positive,Automated System,0,0,0.265,Legitimate
WEB-003650,2026-02-16,Italy,Europe,Education,Large,Employee,66,3,4,2,1,1,0,7,2,0,0,0,0,0,4.17,2344,947,822,12,,87.0,,1,0,1,1,529.0,461,9.37,1.0,4.49,1,69.0,1,1,1,1,0,0,0,0,6.0,34,2,0.36,0,0,0,0.83,0,0,28.0,0,0,0,2.43,0.0,1.7,0.26,2.94,3.29,Not Applicable,Not Applicable,Not Applicable,None,30,Medium,False Positive,Automated System,1,0,0.175,Legitimate
WEB-003651,2026-03-20,Japan,Asia,Media,Small,Individual,93,1,3,6,1,1,7,6,3,0,0,0,0,0,5.65,255,148,29,23,5.53,22.0,5.14,1,1,0,0,0.0,90,2.1,1.0,0.66,1,30.0,0,0,0,0,0,1,1,0,5.0,11,5,7.13,0,0,1,5.9,1,1,47.0,1,5,1,7.83,6.99,2.12,9.57,5.3,0.71,SMS Phishing,Email,Students,Low,86,Critical,Confirmed,Third-party Vendor,2,1,0.99,Phishing
WEB-003652,2025-11-14,India,Asia,Healthcare,Large,Customer,21,2,2,1,2,2,0,4,0,0,0,0,0,0,5.45,2478,1011,240,16,7.62,62.0,0.09,1,0,1,1,577.0,350,6.63,0.0,8.22,0,97.0,1,0,1,0,0,1,0,0,0.0,27,0,2.05,0,0,0,1.97,0,0,20.0,0,0,1,0.7,0.0,0.28,0.0,2.09,2.98,Not Applicable,Not Applicable,Not Applicable,None,24,Low,False Positive,Third-party Vendor,3,0,0.165,Legitimate
WEB-003653,2026-03-09,Kenya,Africa,Energy,Large,Government,62,2,3,2,1,0,3,5,0,0,0,0,0,0,,3268,985,1,8,9.27,69.0,1.77,1,0,1,1,492.0,424,5.91,1.0,5.98,1,57.0,1,0,0,1,0,0,0,1,7.0,29,0,0.7,0,0,0,1.59,1,1,24.0,0,0,0,0.67,0.43,4.44,0.13,1.93,0.0,Not Applicable,Not Applicable,Not Applicable,None,7,Low,False Positive,Automated System,3,0,0.27,Legitimate
WEB-003654,2023-11-16,United States,North America,Social Media,Enterprise,Individual,33,2,3,1,0,4,3,5,2,0,1,0,0,0,5.95,2757,1420,122,6,7.49,86.0,2.04,1,0,1,1,452.0,303,5.29,0.0,6.14,1,62.0,1,1,1,0,0,0,0,0,17.0,6,2,1.14,0,0,0,2.38,0,0,17.0,0,3,0,2.55,0.0,0.0,0.0,2.98,0.43,Not Applicable,Not Applicable,Not Applicable,None,9,Low,False Positive,Automated System,1,0,0.085,Legitimate
WEB-003655,2026-06-04,China,Asia,Cryptocurrency,Medium,Individual,79,6,2,5,1,2,10,3,4,0,0,0,0,0,4.03,492,82,159,21,3.15,28.0,9.54,0,1,0,0,0.0,6,2.98,0.0,0.0,0,0.0,0,1,0,1,1,0,1,0,3.0,3,3,7.52,1,0,1,5.32,1,0,80.0,0,12,1,6.45,5.46,6.48,8.59,7.4,5.26,Malware Delivery,Email,General Public,Medium,48,Medium,Confirmed,User Report,10,0,0.82,Phishing
WEB-003656,2025-09-14,Singapore,Asia,Insurance,Enterprise,Individual,131,2,5,0,0,7,2,5,0,0,0,1,0,1,5.01,0,154,210,23,0.0,38.0,7.61,0,0,1,0,0.0,0,1.55,,1.88,0,38.0,1,0,0,1,1,0,0,0,0.0,0,2,6.18,1,0,0,4.54,0,1,87.0,0,6,1,8.1,7.37,5.1,9.33,9.57,8.39,Credential Harvesting,SMS,Vendors,Low,96,Critical,Confirmed,Automated System,9,0,0.926,Phishing
WEB-003657,2025-11-06,Argentina,South America,Education,Medium,Employee,54,6,2,2,0,6,7,1,1,0,0,0,0,0,2.74,2667,1141,573,20,7.14,83.0,1.7,1,0,1,1,372.0,436,4.92,,7.02,1,66.0,1,1,0,0,0,0,0,0,4.0,10,3,2.61,0,0,0,3.32,0,0,21.0,0,1,0,1.33,1.43,0.0,2.2,3.43,0.98,Not Applicable,Not Applicable,Not Applicable,None,31,Medium,Resolved,Automated System,0,0,0.079,Legitimate
WEB-003658,2024-07-07,Japan,Asia,Retail,Small,Business,84,4,3,2,0,12,3,4,6,0,1,0,1,0,4.96,54,30,1,15,1.59,4.0,7.18,1,0,1,0,0.0,0,3.02,0.0,3.7,1,17.0,1,0,0,1,1,0,0,1,7.0,0,2,8.6,0,0,1,5.65,1,0,72.0,1,5,1,7.8,7.82,3.07,6.57,5.24,5.11,Business Email Compromise,Website,General Public,Low,82,Critical,Confirmed,Automated System,5,1,0.687,Phishing
WEB-003659,2025-11-25,United Kingdom,Europe,Education,Small,Customer,42,5,5,6,1,6,5,3,1,0,1,0,0,0,4.86,248,537,1,25,4.02,0.0,8.33,0,0,0,0,29.0,0,1.15,1.0,1.05,0,22.0,0,0,0,1,1,1,0,0,3.0,6,2,4.88,0,0,0,5.05,0,1,73.0,0,9,1,6.62,4.06,5.98,8.91,5.01,2.87,Spear Phishing,Phone Call,Executives,Medium,83,Critical,Under Investigation,User Report,6,0,0.599,Phishing
WEB-003660,2025-04-20,Brazil,South America,Healthcare,Large,Business,20,1,2,0,0,2,3,1,1,0,0,0,0,0,2.93,3328,2099,539,9,9.2,74.0,3.0,1,0,1,1,369.0,242,8.3,0.0,6.11,1,93.0,1,1,1,0,0,0,0,0,14.0,18,3,2.56,0,0,0,0.0,0,0,0.0,0,1,1,3.38,0.46,4.28,1.12,3.75,0.0,Not Applicable,Not Applicable,Not Applicable,None,5,Low,False Positive,Security Team,2,0,0.272,Legitimate
WEB-003661,2024-01-07,France,Europe,Social Media,Large,Business,8,2,3,4,0,4,2,3,0,0,0,0,0,0,2.3,2647,1262,524,14,6.08,61.0,1.68,1,0,1,1,585.0,421,9.4,0.0,7.25,1,80.0,1,0,0,0,0,0,0,0,12.0,17,0,0.68,0,0,0,0.58,0,0,0.0,0,2,0,1.17,0.43,2.72,2.17,1.71,0.0,Not Applicable,Not Applicable,Not Applicable,None,32,Medium,Resolved,Law Enforcement,1,0,0.409,Legitimate
WEB-003662,2025-09-16,Germany,Europe,Media,Small,Government,27,3,1,0,0,1,6,0,0,0,0,0,0,0,4.63,3173,1531,463,5,7.81,88.0,3.12,1,0,1,1,148.0,219,9.57,1.0,8.78,1,81.0,1,1,1,0,1,0,0,0,2.0,31,0,1.56,0,0,0,5.05,0,0,21.0,0,1,0,2.11,3.74,4.25,0.63,1.15,4.68,Not Applicable,Not Applicable,Not Applicable,None,15,Low,False Positive,User Report,0,0,0.092,Legitimate
WEB-003663,2023-09-29,Mexico,North America,Social Media,Medium,Individual,108,3,4,2,3,5,5,1,6,0,0,0,0,0,5.63,0,618,37,32,0.33,8.0,10.0,0,1,1,0,0.0,138,1.97,0.0,2.48,1,35.0,0,0,0,1,1,0,0,1,1.0,14,2,6.99,0,0,0,6.05,0,1,,1,7,1,4.09,7.47,6.74,5.87,7.35,8.26,SMS Phishing,Phone Call,Employees,High,77,High,Resolved,Third-party Vendor,2,0,0.99,Phishing
WEB-003664,2025-03-02,United States,North America,Manufacturing,Medium,Customer,91,3,4,3,1,4,2,7,3,0,0,0,1,0,6.96,216,30,84,9,4.5,10.0,7.77,0,0,0,0,0.0,73,2.79,0.0,1.58,0,38.0,1,0,0,1,0,0,0,1,2.0,17,3,6.83,1,0,0,8.17,0,0,70.0,0,10,1,7.57,5.57,9.54,8.86,6.27,4.8,Credential Harvesting,Email,Employees,Low,76,High,Confirmed,Automated System,6,0,0.734,Phishing
WEB-003665,2025-05-01,United Kingdom,Europe,E-commerce,Medium,Government,73,1,3,0,1,4,0,1,0,0,0,0,0,0,3.89,2023,1060,425,7,6.47,100.0,2.89,1,1,1,1,836.0,296,9.85,1.0,5.48,1,86.0,0,1,0,0,1,0,0,0,6.0,22,0,2.0,0,0,0,0.07,0,0,2.0,0,3,0,1.73,0.94,1.81,2.79,2.76,0.0,Not Applicable,Not Applicable,Not Applicable,None,26,Low,Resolved,,0,0,0.057,Legitimate
WEB-003666,2025-10-01,United States,North America,Telecommunications,Large,Business,31,5,1,2,0,0,0,0,0,0,0,0,0,0,4.78,2413,923,146,14,5.38,81.0,2.59,1,0,1,1,532.0,366,8.55,1.0,5.23,1,77.0,0,0,1,0,0,0,0,0,1.0,8,0,3.06,0,0,0,2.1,0,0,9.0,0,2,0,0.0,1.29,0.24,0.57,3.27,2.87,Not Applicable,Not Applicable,Not Applicable,None,11,Low,False Positive,User Report,0,0,0.108,Legitimate
WEB-003667,2023-09-10,Saudi Arabia,Middle East,Social Media,Small,Individual,151,4,5,1,0,6,2,3,2,0,1,0,1,0,4.52,874,114,109,23,2.59,19.0,7.26,1,1,0,0,194.0,0,0.0,0.0,1.34,1,25.0,1,0,0,1,1,1,1,0,5.0,3,1,5.34,0,0,0,7.89,0,1,84.0,1,8,1,6.42,5.16,2.0,9.84,7.76,8.71,Clone Phishing,Social Media,Customers,Medium,88,Critical,Under Investigation,Security Team,2,1,0.99,Phishing
WEB-003668,2026-02-18,Brazil,South America,Insurance,Small,Employee,79,4,0,0,0,4,0,0,1,0,0,0,0,0,3.46,2482,1189,48,13,8.32,100.0,2.2,1,0,1,1,741.0,393,8.08,1.0,6.39,1,66.0,1,0,0,1,0,0,0,0,,30,2,1.56,0,0,0,4.44,0,0,14.0,1,0,0,1.34,0.71,2.57,2.84,5.14,0.0,Not Applicable,Not Applicable,Not Applicable,None,12,Low,False Positive,User Report,0,0,0.264,Legitimate
WEB-003669,2024-12-22,Russia,Europe,Manufacturing,Medium,Individual,86,6,4,3,2,5,9,3,4,0,1,0,0,0,5.47,325,30,1,25,4.94,49.0,6.54,0,0,1,0,331.0,314,2.31,0.0,2.5,1,43.0,1,0,0,1,0,1,0,0,7.0,7,6,8.93,0,0,1,5.58,0,0,43.0,1,2,1,8.06,7.18,2.23,4.73,7.13,5.6,Voice Phishing,Phone Call,Executives,Medium,84,Critical,Under Investigation,Automated System,5,0,0.99,Phishing
WEB-003670,2026-02-08,United Kingdom,Europe,Technology,Medium,Government,37,1,0,0,0,3,0,0,2,0,0,0,0,0,2.41,2933,769,642,17,7.33,61.0,4.44,1,0,1,1,682.0,240,7.9,1.0,7.11,1,65.0,1,1,0,0,0,0,0,0,11.0,29,1,0.01,0,0,0,2.35,0,0,4.0,0,3,1,0.0,0.0,3.19,2.52,3.28,2.29,Not Applicable,Not Applicable,Not Applicable,None,20,Low,False Positive,Automated System,0,1,0.228,Legitimate
WEB-003671,2025-02-06,United Kingdom,Europe,Technology,Small,Business,8,4,1,0,0,0,4,0,1,0,0,0,0,0,1.65,3208,1533,691,13,8.63,99.0,2.27,1,0,1,1,440.0,455,7.01,1.0,4.83,1,100.0,0,0,0,0,0,0,0,0,11.0,26,1,1.63,0,0,0,1.4,0,0,40.0,0,3,0,1.35,0.0,2.68,0.0,1.93,0.04,Not Applicable,Not Applicable,Not Applicable,None,6,Low,Under Investigation,Law Enforcement,6,0,0.094,Legitimate
WEB-003672,2024-05-20,United Arab Emirates,Middle East,E-commerce,Medium,Individual,18,2,1,1,0,4,1,0,1,0,0,0,0,0,2.54,2686,1479,130,9,5.32,67.0,2.61,1,0,1,1,447.0,516,9.99,1.0,5.18,1,77.0,1,1,0,1,1,0,0,0,15.0,19,1,1.02,0,0,0,2.46,0,0,13.0,0,2,0,3.49,0.0,3.44,0.0,2.93,3.05,Not Applicable,Not Applicable,Not Applicable,None,0,Low,False Positive,User Report,0,0,0.063,Legitimate
WEB-003673,2024-03-20,Italy,Europe,Technology,Medium,Business,41,0,2,1,0,2,0,0,2,0,0,0,0,0,3.96,2215,1452,186,15,7.03,78.0,3.25,1,0,1,1,430.0,414,9.25,1.0,5.57,1,100.0,1,0,0,1,1,0,0,0,29.0,0,3,2.74,0,0,0,1.61,0,0,0.0,0,4,0,4.94,0.0,0.28,0.0,3.01,2.54,Not Applicable,Not Applicable,Not Applicable,None,8,Low,False Positive,Security Team,0,0,0.078,Legitimate
WEB-003674,2025-10-13,Singapore,Asia,Healthcare,Small,Employee,24,5,2,3,0,2,0,6,2,0,0,0,0,0,4.37,1848,1580,422,8,,60.0,1.93,1,0,0,0,845.0,267,7.93,0.0,6.11,1,91.0,1,0,1,1,1,1,0,0,23.0,9,2,1.9,0,0,0,4.05,0,0,4.0,0,4,0,2.79,1.47,3.42,1.62,3.85,0.54,Not Applicable,Not Applicable,Not Applicable,None,2,Low,False Positive,Automated System,2,0,0.104,Legitimate
WEB-003675,2026-05-06,Canada,North America,Manufacturing,Medium,Customer,127,5,3,5,1,10,5,3,1,0,0,1,1,0,6.58,527,30,1,23,3.88,26.0,6.81,1,1,0,1,0.0,194,1.95,0.0,3.28,0,23.0,0,1,1,0,1,0,0,0,14.0,16,4,8.0,0,0,0,7.74,0,1,86.0,0,13,1,7.76,8.53,3.95,6.42,6.79,7.8,Invoice Fraud,SMS,Employees,Critical,76,High,Resolved,User Report,0,0,0.932,Phishing
WEB-003676,2025-09-25,India,Asia,Insurance,Small,Customer,53,4,3,2,0,5,0,1,1,0,0,0,0,0,4.11,3208,461,408,8,6.91,100.0,4.83,1,0,1,1,925.0,362,8.48,1.0,8.0,1,95.0,1,0,0,0,0,1,0,0,0.0,15,1,3.15,0,0,0,2.65,0,0,5.0,0,1,0,1.47,0.25,4.55,1.95,1.63,1.5,Not Applicable,Not Applicable,Not Applicable,None,13,Low,Under Investigation,Automated System,2,0,0.18,Legitimate
WEB-003677,2026-04-07,Mexico,North America,Energy,Medium,Customer,28,2,1,0,1,3,12,0,1,0,0,0,0,0,3.77,3871,1304,223,14,7.88,73.0,1.81,0,0,1,1,702.0,279,8.64,1.0,7.58,1,92.0,1,0,0,1,0,1,0,0,10.0,29,0,1.66,0,0,0,3.75,0,0,0.0,0,11,0,0.0,0.0,1.12,2.48,3.72,0.0,Not Applicable,Not Applicable,Not Applicable,None,0,Low,False Positive,Security Team,2,0,0.17,Legitimate
WEB-003678,2023-11-30,Saudi Arabia,Middle East,Social Media,Medium,Business,75,0,3,3,0,2,0,8,2,0,0,0,0,0,4.42,2337,1633,481,15,10.0,82.0,3.74,1,0,1,1,546.0,361,6.6,1.0,6.23,1,100.0,1,1,1,0,0,1,0,0,10.0,14,2,1.99,0,0,0,1.76,0,0,0.0,0,2,0,2.06,0.91,2.61,1.34,1.27,4.31,Not Applicable,Not Applicable,Not Applicable,None,8,Low,False Positive,Automated System,0,0,0.092,Legitimate
WEB-003679,2024-02-22,Japan,Asia,Banking,Enterprise,Individual,90,4,7,5,2,3,0,6,3,1,0,0,0,1,3.38,0,620,70,17,0.83,17.0,6.94,1,1,0,1,196.0,0,3.75,0.0,1.92,1,39.0,0,0,0,0,1,1,0,0,3.0,0,5,8.9,0,0,1,10.0,0,0,79.0,1,5,1,5.7,5.83,6.83,7.71,4.98,3.07,Invoice Fraud,Email,Executives,Critical,100,Critical,Resolved,Security Team,11,0,0.99,Phishing
WEB-003680,2023-08-28,Brazil,South America,Healthcare,Small,Customer,68,4,3,4,1,5,4,6,4,0,1,0,0,0,6.19,413,36,116,22,2.75,11.0,5.79,0,1,0,1,0.0,48,2.64,0.0,3.92,1,15.0,0,0,0,1,1,1,0,0,9.0,3,3,8.54,1,0,0,7.67,0,1,91.0,1,6,0,6.29,6.42,3.41,8.88,6.58,8.1,Spear Phishing,Email,Executives,Medium,88,Critical,Resolved,User Report,0,1,0.83,Phishing
WEB-003681,2024-01-22,Italy,Europe,Retail,Enterprise,Employee,99,3,4,1,0,3,8,0,3,0,1,0,1,0,5.72,400,47,207,18,4.38,27.0,8.95,1,0,0,1,92.0,96,1.64,0.0,2.5,1,19.0,0,0,0,1,1,1,0,0,7.0,11,5,6.73,0,0,1,7.71,0,0,86.0,0,6,1,8.29,5.33,5.71,9.27,5.73,7.13,Clone Phishing,QR Code,Customers,Low,71,High,Confirmed,Security Team,2,0,0.838,Phishing
WEB-003682,2023-12-17,Japan,Asia,Retail,Medium,Employee,22,4,0,1,0,6,0,0,2,0,0,0,0,0,3.34,3152,1553,222,18,7.47,89.0,0.0,1,0,1,1,721.0,224,6.87,1.0,9.74,1,94.0,1,1,0,0,0,1,0,1,9.0,31,3,1.58,0,0,0,1.73,0,0,0.0,0,0,0,3.22,0.0,1.7,0.0,1.28,1.04,Not Applicable,Not Applicable,Not Applicable,None,21,Low,Under Investigation,Automated System,0,0,0.156,Legitimate
WEB-003683,2023-10-08,Mexico,North America,E-commerce,Small,Customer,30,0,3,1,0,3,4,0,2,0,0,0,0,0,2.74,2351,1593,270,20,7.22,,2.16,1,0,1,0,501.0,428,9.56,1.0,7.02,1,86.0,1,1,1,1,0,0,0,0,6.0,30,0,3.05,0,0,0,1.37,0,0,13.0,0,2,0,4.12,1.17,0.77,3.97,2.17,0.67,Not Applicable,Not Applicable,Not Applicable,None,1,Low,Under Investigation,Automated System,0,0,0.26,Legitimate
WEB-003684,2024-09-18,Australia,Oceania,Healthcare,Small,Employee,101,3,5,4,1,3,5,3,3,0,0,0,0,0,5.54,0,627,314,36,3.17,33.0,5.65,1,1,0,0,27.0,279,1.55,0.0,0.55,1,41.0,1,0,0,1,0,1,0,1,3.0,0,4,8.72,0,0,0,8.06,0,1,75.0,0,7,1,10.0,7.44,5.71,7.51,4.72,8.99,Spear Phishing,Website,Vendors,Low,71,High,Confirmed,Third-party Vendor,7,0,0.699,Phishing
